Timestamp,What is your 8 digit student id?,Which lecture section are you in?,1. Two metal balls are the same size but one weighs twice as much as the other. The balls are dropped from the roof of a single story building at the same instant of time. The time it takes the balls to reach the ground below will be,2. The two metal balls of the previous problem roll off a horizontal table with the same speed. In this situation:,3. A stone dropped from the roof of a single story building to the surface of the earth:,4. A large truck collides head-on with a small compact car.  During the collision:,5. Which of the forces listed below is (are) acting on the ball when it is within the frictionless channel at position q?,"6. Which path in the figure would the ball most closely follow after it exits the channel at ""r"" and moves across the frictionless table top ","7. A steel ball is attached to a string and is swung in a circular path in a horizontal plane as illustrated in the accompanying figure.  At the point P indicated in the figure, the string suddenly breaks near the ball. If these events are observed from directly above as in the figure, which path would the ball most closely follow after the string breaks?",8. Which of the paths below would the puck most closely follow after receiving the kick?,9. The speed of the puck just after it receives the kick is:,"10. Along the frictionless path you have chosen in question 8, the speed of the puck after receiving the kick: ","11. Along the frictionless path you have chosen in question 8, the main force(s) acting on the puck after receiving the kick is (are):",12. A ball is fired by a cannon from the top of a cliff as shown in the figure below.  Which of the paths would the cannon ball most closely follow?,"13. A boy throws a steel ball straight up.  Consider the motion of the ball only after it has left the boy's hand but before it touches the ground, and assume that forces exerted by the air are negligible. For these conditions, the force(s) acting on the ball is (are):","14. A bowling ball accidentally falls out of the cargo bay of an airliner as it flies along in a horizontal direction.	As observed by a person standing on the ground and viewing the plane as in the figure, which path would the bowling ball most closely follow after leaving the airplane? ","15. While the car, still pushing the truck, is speeding up to get up to cruising speed:",16. After the car reaches the constant cruising speed at which its driver wishes to push the truck:,"17. An elevator is being lifted up an elevator shaft at a constant speed by a steel cable as shown in the figure below. All frictional effects are negligible.  In this situation, forces on the elevator are such that:","18. The figure below shows a boy swinging on a rope, starting at a point higher than A. 	Consider the distinct forces in the figure.  Which of the forces is (are) acting on the boy when he is at position A?",19. The positions of two blocks at successive 0.20-second time intervals are represented by the numbered squares in the figure below.  The blocks are moving toward the right. Do the blocks ever have the same speed?,20. The positions of two blocks at successive 0.20-second time intervals are represented by the numbered squares in the figure below.  The blocks are moving toward the right. The accelerations of the blocks are related as follows:,"21. Which of the paths below best represents the path of the rocket between points ""b"" and ""c""?","22. As the rocket moves from position ""b"" to position ""c"" its speed is: ","23. At  point ""c""  the rocket's engine is turned off and the thrust immediately drops to zero.  Which of the paths below will the rocket follow beyond point ""c""?","24. Beyond position ""c"" the speed of the rocket is:","25. A woman exerts a constant horizontal force on a large box. As a result, the box moves across a horizontal floor at a constant speed “v_o”.  The constant horizontal force applied by the woman:","26. If the woman in the previous question doubles the constant horizontal force that she exerts on the box to push it on the same horizontal floor, the box then moves:","27. If the woman in question 25 suddenly stops applying a horizontal force to the block, then the block will:","28. In the figure, student ""a""  has a mass of 95 kg and student ""b"" has a mass of 77 kg.  They sit in identical office chairs facing each other.  	Student ""a"" places his bare feet on the knees of student ""b"", as shown. Student ""a"" then suddenly pushes outward with his feet, causing both chairs to move. During the push and while the students are still touching one another:",29. An empty office chair is at rest on a floor.  Consider the following forces:                               1.	A downward force of gravity.                         2.	An upward force exerted by the floor.             3.	A net downward force exerted by the air.	Which of the forces is (are) acting on the office chair?,"30. Despite a very strong wind, a tennis player manages to hit a tennis ball with her racquet so that the ball passes over the net and lands in her opponent's court.  	Consider the following forces:                                                                        1.	A downward force of gravity.                          2.	A force by the ""hit"".                                           3.	A force exerted by the air.	                        Which of the above forces is (are) acting on the tennis ball after it has left contact with the racquet and before it touches the ground?"
9/24/2018 16:01:08,14228032,M/W 9-10:50,C. about the same for both balls.,"D. the heavier ball hits the floor considerably closer to the base of the table than the lighter ball, but not necessarily at half the horizontal distance.",B. speeds up as it falls because the gravitational attraction gets considerably stronger as the stone gets closer to the earth.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,C. 1 and 3.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",C. continuously decreases.,"B. a downward force of gravity, and a horizontal force in the direction of motion.",C,C. an almost constant downward force of gravity along with an upward force that steadily decreases until the ball reaches its highest point; on the way down there is only a constant downward force of gravity.,D,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","C. The acceleration of ""b"" is greater than the acceleration of ""a"".",D,A. constant,E,A. constant.,D. is greater than the total force which resists the motion of the box.,"B. with a constant speed that is greater than the speed “v_o” in the previous question, but not necessarily twice as great.",A. immediately come to a stop.,"D. each student exerts a force on the other, but ""a"" exerts the larger force.",B. 1 and 2.,B. 1 and 2.
9/24/2018 16:03:06,14285986,M/W 9-10:50,"D. considerably less for the heavier ball, but not necessarily half as long",B. the heavier ball hits the floor at about half the horizontal distance from the base of the table than does the lighter ball.,A. reaches a maximum speed quite soon after release and then falls at a constant speed thereafter.,A. the truck exerts a greater amount of force on the car than the car exerts on the truck.,"D. 1, 2, and 3.",B,B,B,"D. smaller than either of the speeds ""v_o"" or ""v_k"".",E. is constant for a while and decreases thereafter.,"B. a downward force of gravity, and a horizontal force in the direction of motion.",B,C. an almost constant downward force of gravity along with an upward force that steadily decreases until the ball reaches its highest point; on the way down there is only a constant downward force of gravity.,C,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,C. continuously decreasing.,D. is greater than the total force which resists the motion of the box.,A. with a constant speed that is double the speed “v_o” in the previous question.,A. immediately come to a stop.,"D. each student exerts a force on the other, but ""a"" exerts the larger force.","D. 1,  2, and 3.","E. 1, 2, and 3."
9/24/2018 16:16:33,14327465,M/W 9-10:50,A. about half as long for the heavier ball as the lighter one,"D. the heavier ball hits the floor considerably closer to the base of the table than the lighter ball, but not necessarily at half the horizontal distance.",C. speeds up because of an almost constant force of gravity acting upon it.,A. the truck exerts a greater amount of force on the car than the car exerts on the truck.,"D. 1, 2, and 3.",A,B,E,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",C. continuously decreases.,"B. a downward force of gravity, and a horizontal force in the direction of motion.",B,B. a steadily decreasing upward force from the moment it leaves the boy’s hand until it reaches its highest point; on the way down there is a steadily increasing downward force of gravity as the object gets closer to the earth.,B,"D. the car's engine is running so the car pushes against the truck, but the truck's engine is not running so the truck cannot push back against the car.  The truck is pushed forward simply because it is in the way of the car.",C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,"E. 1, 3, and 4","D. Yes, at instants 2 and 5.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",D,A. constant,A,E. constant for a while and decreasing thereafter.,D. is greater than the total force which resists the motion of the box.,"B. with a constant speed that is greater than the speed “v_o” in the previous question, but not necessarily twice as great.",A. immediately come to a stop.,"B. student ""a"" exerts a force on student ""b"", but ""b"" does not exert any force on ""a"".",A. 1 only.,"E. 1, 2, and 3."
9/24/2018 16:17:02,14241970,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,A. reaches a maximum speed quite soon after release and then falls at a constant speed thereafter.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,"E. 1, 3, and 4.",B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,"C. a downward force of gravity, an upward force exerted by the surface, and a horizontal force in the direction of motion",B,D. an almost constant downward force of gravity only.,A,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","A. The acceleration of ""a"" is greater than the acceleration of ""b"".",C,D. increasing for a while and constant thereafter.,B,B. continuously increasing.,A. has the same magnitude as the weight of the box.,"B. with a constant speed that is greater than the speed “v_o” in the previous question, but not necessarily twice as great.",C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,"E. 1, 2, and 3."
9/24/2018 16:44:09,14290069,M/W 1-1:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,A. the truck exerts a greater amount of force on the car than the car exerts on the truck.,"E. 1, 3, and 4.",B,B,A,"B. equal to the speed ""v_k"" resulting from the kick and independent of the speed ""v_o"".",A. is constant.,"C. a downward force of gravity, an upward force exerted by the surface, and a horizontal force in the direction of motion",B,B. a steadily decreasing upward force from the moment it leaves the boy’s hand until it reaches its highest point; on the way down there is a steadily increasing downward force of gravity as the object gets closer to the earth.,A,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,"E. 1, 3, and 4","D. Yes, at instants 2 and 5.","C. The acceleration of ""b"" is greater than the acceleration of ""a"".",C,B. continuously increasing.,B,A. constant.,D. is greater than the total force which resists the motion of the box.,"D. for a while with an increasing speed, then with a constant speed thereafter.",C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,"E. 1, 2, and 3."
9/24/2018 17:15:49,14297066,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"C. equal to the arithmetic sum of the speeds ""v_o"" and ""v_k"".",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,,"D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,C,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
9/24/2018 17:18:32,14214265,M/W 9-10:50,C. about the same for both balls.,B. the heavier ball hits the floor at about half the horizontal distance from the base of the table than does the lighter ball.,B. speeds up as it falls because the gravitational attraction gets considerably stronger as the stone gets closer to the earth.,A. the truck exerts a greater amount of force on the car than the car exerts on the truck.,"D. 1, 2, and 3.",B,E,B,"B. equal to the speed ""v_k"" resulting from the kick and independent of the speed ""v_o"".",A. is constant.,"C. a downward force of gravity, an upward force exerted by the surface, and a horizontal force in the direction of motion",B,B. a steadily decreasing upward force from the moment it leaves the boy’s hand until it reaches its highest point; on the way down there is a steadily increasing downward force of gravity as the object gets closer to the earth.,B,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,"B. Yes, at instant 1.","C. The acceleration of ""b"" is greater than the acceleration of ""a"".",A,E. constant for a while and decreasing thereafter.,C,B. continuously increasing.,A. has the same magnitude as the weight of the box.,"D. for a while with an increasing speed, then with a constant speed thereafter.",C. immediately start slowing to a stop.,"D. each student exerts a force on the other, but ""a"" exerts the larger force.",B. 1 and 2.,"E. 1, 2, and 3."
9/24/2018 17:22:23,14310614,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,C,A. constant.,D. is greater than the total force which resists the motion of the box.,"B. with a constant speed that is greater than the speed “v_o” in the previous question, but not necessarily twice as great.",C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,"D. 1,  2, and 3.",C. 1 and 3.
9/24/2018 17:40:49,14322743,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,B,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,"D. for a while with an increasing speed, then with a constant speed thereafter.",C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
9/24/2018 17:45:54,13731220,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,B. the amount of force with which the car pushes on the truck is smaller than that with which the truck pushes back on the car.,B. the amount of force with which the car pushes on the truck is smaller than that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",D,B. continuously increasing.,B,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
9/24/2018 17:47:28,14277708,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",D,B. continuously increasing.,B,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
9/24/2018 17:51:12,14255002,M/W 1-1:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,"D. 1, 2, and 3.",B,B,B,"C. equal to the arithmetic sum of the speeds ""v_o"" and ""v_k"".",A. is constant.,"C. a downward force of gravity, an upward force exerted by the surface, and a horizontal force in the direction of motion",B,C. an almost constant downward force of gravity along with an upward force that steadily decreases until the ball reaches its highest point; on the way down there is only a constant downward force of gravity.,C,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,"D. 1, 2, and 3.","E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,A. constant.,D. is greater than the total force which resists the motion of the box.,A. with a constant speed that is double the speed “v_o” in the previous question.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,"E. 1, 2, and 3."
9/24/2018 18:15:19,14314650,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,A. reaches a maximum speed quite soon after release and then falls at a constant speed thereafter.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,B,C. the amount of force with which the car pushes on the truck is greater than that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,A. constant.,D. is greater than the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
9/24/2018 18:53:03,14251267,M/W 1-1:50,C. about the same for both balls.,"D. the heavier ball hits the floor considerably closer to the base of the table than the lighter ball, but not necessarily at half the horizontal distance.",C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,C. 1 and 3.,A,A,E,"B. equal to the speed ""v_k"" resulting from the kick and independent of the speed ""v_o"".",A. is constant.,"B. a downward force of gravity, and a horizontal force in the direction of motion.",B,A. a downward force of gravity along with a steadily decreasing upward force.,B,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,D. the upward force by the cable is greater than the sum of the downward force of gravity and a downward force due to the air.,"D. 1, 2, and 3.","D. Yes, at instants 2 and 5.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",D,D. increasing for a while and constant thereafter.,D,C. continuously decreasing.,E. is greater than either the weight of the box or the total force which resists its motion.,"D. for a while with an increasing speed, then with a constant speed thereafter.",C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,"D. 1,  2, and 3.",C. 1 and 3.
9/24/2018 19:14:47,14250504,M/W 1-1:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,B. the upward force by the cable is equal to the downward force of gravity.,B. 1 and 2.,"E. Yes, at some time during the interval 3 to 4.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,"D. 1,  2, and 3.",C. 1 and 3.
9/24/2018 20:32:20,14281342,M/W 9-10:50,C. about the same for both balls.,A. both balls hit the floor at approximately the same horizontal distance from the base of the table.,C. speeds up because of an almost constant force of gravity acting upon it.,E. the truck exerts the same amount of force on the car as the car exerts on the truck.,B. 1 and 2.,B,B,B,"E. greater than either of the speeds ""v_o"" or ""v_k"", but less than the arithmetic sum of these two speeds.",A. is constant.,D. a downward force of gravity and an upward force exerted by the surface.,B,D. an almost constant downward force of gravity only.,D,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the amount of force with which the car pushes on the truck is equal to that with which the truck pushes back on the car.,A. the upward force by the cable is greater than the downward force of gravity.,B. 1 and 2.,"C. Yes, at instant 5.","D. The acceleration of ""a"" equals the acceleration of ""b"".  Both accelerations are zero.",E,B. continuously increasing.,B,A. constant.,C. has the same magnitude as the total force which resists the motion of the box.,E. with a continuously increasing speed.,C. immediately start slowing to a stop.,E. each student exerts the same amount of force on the other.,B. 1 and 2.,C. 1 and 3.
